Profile,Year,Landform,subLandform,LF3,LF5,Easting,Northing,Latitude,Longitude,Horizon,Horiz.simp,Depth.range,Depth.upper,Depth.lower,Depth.mean,Depth.cat,Gravel.pct,Sand.pct,Silt.pct,Clay.pct,Sand.corr,Silt.corr,Clay.corr,Gravel.clr,Sand.clr,Silt.clr,Clay.clr,Bulk.density,C.pct,N.pct,C.N.ratio,pH.H2O,pH.CaCl2,EC,CEC,Al_ex,Ca_ex,K_ex,Mg_ex,Na_ex,Al.clr,Ca.clr,K.clr,Mg.clr,Na.clr
91,2017,Residual,NA,Resid,RE,499990,6407578,116.9999,-32.46899,B1,B,10-50,10,50,30,35,0.1,46,11.2,42.7,46,11.2,42.7,-4.226627344,1.904599146,0.491871528,1.83015667,NA,0.45,0.024,18.8,6.59,5.45,769,4.8,0.1,0.1,0.3,1.6,6.3,-1.602867147,-1.602867147,-0.504254859,1.169721575,2.540267579
91,2017,Residual,NA,Resid,RE,499990,6407578,116.9999,-32.46899,B2,B2,50-85,50,85,67.5,70,0.1,40.3,21,38.7,40.3,21,38.7,-4.326117196,1.672819366,1.020990334,1.632307497,NA,0.26,0.013,19.5,7.76,6.37,1323,4.5,0.1,0.005,0.3,1.1,9,-1.000116992,-3.995849265,0.098495297,1.397778281,3.499692679
92,2017,Residual,NA,Resid,RE,499992,6407442,116.9999,-32.47022,A1,A,0-8,0,8,4,5,31.3,84.8,6.3,8.9,58.3,4.3,6.1,0.749587101,1.371571097,-1.235415973,-0.885742225,NA,5.25,0.2,25.9,6.1,4.67,16.92,2,0.1,0.7,0.2,0.3,0.2,-0.88616336,1.059746789,-0.193016179,0.212448929,-0.193016179
92,2017,Residual,NA,Resid,RE,499992,6407442,116.9999,-32.47022,A2,A2,8-21,8,21,14.5,15,37.2,84.6,9.2,6.2,53.1,5.8,3.9,0.939478721,1.295346888,-0.918972123,-1.315853487,NA,4.16,0.1,31.4,5.6,4.19,11.89,2,0.5,0.6,0.1,0.6,0.2,0.432217106,0.614538663,-1.177220806,0.614538663,-0.484073626
92,2017,Residual,NA,Resid,RE,499992,6407442,116.9999,-32.47022,B2.1,NA,21-89,21,89,55,50,53.2,79.2,10.8,10,37.1,5.1,4.7,1.282938793,0.922497366,-1.061879064,-1.143557095,NA,0.98,0.039,25.3,5.85,5.09,19.06,4.4,0.1,0.1,0.005,3.5,0.3,-0.331645615,-0.331645615,-3.327377889,3.223702446,0.766966673
92,2017,Residual,NA,Resid,RE,499992,6407442,116.9999,-32.47022,B2.2,NA,89-100,89,100,94.5,90,41.5,78.1,9.7,12.3,45.7,5.7,7.2,0.910108696,1.006513566,-1.075118557,-0.841503705,NA,0.97,0.035,28.1,5.75,5.01,39.5,3.9,0.5,0.1,0.005,3.2,0.6,0.83519771,-0.774240202,-3.769972476,2.691495701,1.017519267
93,2018,Nonresid_upland,NA,Eros,US,496966,6406015,116.9677,-32.48309,A1,A,0-16,0,16,8,5,2.87,88.2,5.3,6.5,85.7,5.1,6.3,-1.189426727,2.207114068,-0.614498217,-0.403189124,1.2,5.09,0.25,20.4,6.3,5.5,87.7,10.1,0.005,7,0.1,2.7,0.6,-4.263804134,2.980423381,-1.268071861,2.027765005,0.523687608
93,2018,Nonresid_upland,NA,Eros,US,496966,6406015,116.9677,-32.48309,A2,A2,16-29,16,29,22.5,25,4.74,89.5,4.3,6.3,85.3,4.1,6,-0.745202373,2.144934946,-0.890252535,-0.509480039,1.6,0.66,0.04,16.5,7,5.5,23.9,2.3,0.1,1.2,0.1,0.8,0.2,-1.051499074,1.433407575,-1.051499074,1.027942467,-0.358351894
93,2018,Nonresid_upland,NA,Eros,US,496966,6406015,116.9677,-32.48309,B1,B,29-54,29,54,41.5,50,3.89,91.8,4.5,3.7,88.2,4.3,3.6,-0.78598209,2.335215716,-0.685776225,-0.863457402,1.5,3.19,0.18,17.72,6.5,4.9,23.8,1.4,0.005,0.5,0.005,0.4,0.2,-2.535215255,2.069954931,-2.535215255,1.84681138,1.153664199
93,2018,Nonresid_upland,NA,Eros,US,496966,6406015,116.9677,-32.48309,B2,B2,54-86,54,86,70,70,5.58,69.5,2.5,28,65.6,2.4,26.4,-0.793710529,1.670676391,-1.637430568,0.760464705,NA,1.57,0.06,26.1,4.4,3.7,106.5,4.4,0.6,0.7,0.1,2,0.6,0.086727197,0.240877877,-1.705032272,1.290700001,0.086727197
94,2018,Upper_slope,NA,Eros,US,497408,6405271,116.9724,-32.4898,A,A,0-10,0,10,5,5,8.52,94.5,0.2,5.3,86.4,0.2,4.8,0.502270835,2.81884217,-3.249583418,-0.071529588,1.3,2.49,0.2,12.6,5.7,4.9,258,13.2,0.005,7.3,0.2,2.5,0.6,-4.395434202,2.890757513,-0.706554748,1.819173896,0.392057541
94,2018,Upper_slope,NA,Eros,US,497408,6405271,116.9724,-32.4898,B1,B,10-20,10,20,15,15,16.43,94.7,0.1,5.2,79.1,0.1,4.3,1.217645998,2.789249941,-3.884048027,-0.122847911,1.6,1.1,0.08,14.5,6.2,4.9,27.2,5.4,0.1,3.7,0.2,1.3,0.2,-1.512432326,2.098485586,-0.819285146,1.052517031,-0.819285146
94,2018,Upper_slope,NA,Eros,US,497408,6405271,116.9724,-32.4898,B2,B2,20-33,20,33,26.5,25,16.06,94.7,0.1,5.2,79.5,0.1,4.4,1.193554664,2.792979977,-3.885362138,-0.101172504,1.6,0.7,0.05,13.7,6.2,5.2,32.9,6.3,0.1,4.3,0.1,1.7,0.2,-1.457512128,2.303687988,-1.457512128,1.375701216,-0.764364948
94,2018,Upper_slope,NA,Eros,US,497408,6405271,116.9724,-32.4898,B2.2,NA,33-55,33,55,44,50,26.17,94.7,0.025,5.3,69.9,0.03,3.9,1.923089211,2.905541144,-4.848082403,0.019452048,1.2,0.65,0.04,15.1,6.3,5.3,25.9,6.5,0.005,4.2,0.1,2.1,0.2,-3.891653666,2.841748226,-0.895921393,2.148601045,-0.202774212
94,2018,Upper_slope,NA,Eros,US,497408,6405271,116.9724,-32.4898,B2.3,NA,55-65,55,65,60,70,46.12,94.6,0.2,5.2,51,0.1,2.8,2.208720032,2.30929897,-3.925111756,-0.592907246,0.9,0.22,0.02,10,6.9,5.6,13.7,5.1,0.005,2.4,0.1,2.9,0.3,-3.925378209,2.248407895,-0.929645935,2.437649895,0.168966354
95,2018,Residual,NA,Resid,RE,498190,6405398,116.9807,-32.48866,A1.1,NA,0-14,0,14,7,5,24.43,69.4,24.4,6.2,52.4,18.4,4.7,0.292153973,1.055248679,0.008692752,-1.356095404,1,6.92,0.25,27.7,5.4,4.3,153.8,2.3,0.8,0.5,0.1,0.6,0.2,0.844684321,0.374680692,-1.234757221,0.557002248,-0.54161004
95,2018,Residual,NA,Resid,RE,498190,6405398,116.9807,-32.48866,A1.2,NA,14-37,14,37,25.5,25,46.75,76.2,6.5,17.3,40.6,3.5,9.2,1.089677062,0.948630873,-1.502374225,-0.53593371,1.1,3.3,0.14,23.7,4.8,4.3,760,3,0.7,0.1,0.1,2.8,1.6,0.335769473,-1.610140676,-1.610140676,1.722063834,1.162448046
95,2018,Residual,NA,Resid,RE,498190,6405398,116.9807,-32.48866,B2.1,NA,37-47,37,47,42,50,7.36,67.2,16.8,16,62.3,15.6,14.8,-0.896419931,1.239481562,-0.145208949,-0.197852683,1.3,1.42,0.08,18,4.5,4.3,810,3,0.7,0.005,0.005,3.2,2.2,1.443665357,-3.497977065,-3.497977065,2.963491111,2.588797662
95,2018,Residual,NA,Resid,RE,498190,6405398,116.9807,-32.48866,B2.2,NA,47-80,47,80,63.5,70,8.15,57.6,19.3,23.1,52.9,17.7,21.2,-0.900478845,0.969906567,-0.124932132,0.05550441,1.2,1.1,0.05,21.2,4.6,4.3,807,2.6,0.5,0.005,0.005,3,2,1.206457308,-3.398712878,-3.398712878,2.998216778,2.592751669
96,2018,Mid-slope,NA,Eros,MS,498021,6406009,116.9789,-32.48315,Ap,A,0-16,0,16,8,5,5.85,84,10.8,5.3,79.1,10.2,5,-0.750803381,1.853467833,-0.194857322,-0.90780713,1.3,3.19,0.18,17.4,5.3,4.7,71.8,4.8,0.1,2.8,0.1,1.7,0.5,-1.554971153,1.777233357,-1.554971153,1.278242191,0.054466759
96,2018,Mid-slope,NA,Eros,MS,498021,6406009,116.9789,-32.48315,A1,A,16-26,16,26,21,25,7.86,91.6,2.3,6.1,84.4,2.1,5.6,-0.178727881,2.195052914,-1.498577143,-0.51774789,1.5,1.57,0.06,27.1,6.4,4.9,23.9,4,0.1,1.5,0.005,2.3,0.5,-0.891450011,1.81660019,-3.887182285,2.244044205,0.717987901
96,2018,Mid-slope,NA,Eros,MS,498021,6406009,116.9789,-32.48315,A2e,NA,26-45,26,45,35.5,35,7.53,93,4.2,2.8,86,3.9,2.6,-0.178537542,2.256914712,-0.836456031,-1.241921139,1.5,0.09,0.01,6.9,6.1,5.1,34.4,0.8,0.005,0.3,0.005,0.7,0.2,-2.544973288,1.549371274,-2.544973288,2.396669135,1.143906166
96,2018,Mid-slope,NA,Eros,MS,498021,6406009,116.9789,-32.48315,B1,B,45-63,45,63,54,50,9.52,90.6,3.3,6.1,82,3,5.5,-0.11247377,2.040850628,-1.267256331,-0.661120527,1.8,0.07,0.02,3.9,6.9,5.5,41.6,1.1,0.005,0.2,0.005,1,0.2,-2.535215255,1.153664199,-2.535215255,2.763102112,1.153664199
96,2018,Mid-slope,NA,Eros,MS,498021,6406009,116.9789,-32.48315,B2,B2,63-100,63,100,81.5,90,10.85,88,4.5,7.5,78.5,4,6.7,-0.124751318,1.854182227,-1.122622037,-0.606808872,1.6,0.09,0.02,4.7,6.8,5.5,29.9,1.7,0.1,0.2,0.005,1.1,0.3,-0.238784494,0.454362687,-3.234516767,2.159110779,0.859827795
97,2018,Lower_slope,NA,Depos,LS,498570,6405704,116.9848,-32.4859,Ap,A,0-11,0,11,5.5,5,6.198,89.4,5.4,5.2,83.9,5.1,4.9,-0.543855345,2.061543609,-0.738841465,-0.778846799,1.4,3,0.16,19,5.1,4.4,94.7,2.5,0.8,1.9,0.1,0.4,0.2,0.658777129,1.523774567,-1.420664413,-0.034370051,-0.727517232
97,2018,Lower_slope,NA,Depos,LS,498570,6405704,116.9848,-32.4859,A2e,NA,11-35,11,35,23,25,6.758,85.7,7,7.3,79.9,6.5,6.8,-0.609329919,1.860718945,-0.648254731,-0.603134295,1.6,0.38,0.03,12,5.4,4.4,38.1,0.7,0.2,0.6,0.005,0.2,0.005,1.255829324,2.354441613,-2.43305013,1.255829324,-2.43305013
97,2018,Lower_slope,NA,Depos,LS,498570,6405704,116.9848,-32.4859,B1,B,35-50,35,50,42.5,50,3.069,59.1,8.3,32.6,57.3,8,31.6,-1.55421099,1.372737858,-0.596121224,0.777594355,1.3,1.05,0.05,20,4.7,4,44.1,2.1,0.6,0.8,0.005,0.6,0.1,1.258313828,1.5459959,-3.529177915,1.258313828,-0.533445641
97,2018,Lower_slope,NA,Depos,LS,498570,6405704,116.9848,-32.4859,B2,B2,50-80,50,80,65,70,8.465,44.3,8.6,47,40.6,7.9,43,-0.781002724,0.786825327,-0.85007998,0.844257376,1.2,0.31,0.04,8,4.9,4.3,43.2,3.1,0.9,0.4,0.1,1.9,0.1,0.891632994,0.080702778,-1.305591584,1.638847396,-1.305591584
98,2018,Nonresid_upland,NA,Eros,US,497297,6405615,116.9712,-32.4867,Ap,A,0-13,0,13,6.5,5,10.99,92,4.3,3.8,81.9,3.8,3.4,0.056670454,2.065183676,-1.005314248,-1.116539883,1.5,1.4,0.111,12.6,5.6,5,255.5,3.9,0.005,3,0.7,0.8,0.2,-4.020525069,2.376404586,0.921117353,1.054648746,-0.331645615
98,2018,Nonresid_upland,NA,Eros,US,497297,6405615,116.9712,-32.4867,B1,B,13-28,13,28,20.5,25,21.468,90.2,8,1.8,70.8,6.3,1.4,0.690702373,1.883997919,-0.535311448,-2.039388845,1.7,0.32,0.026,12.3,6.6,5.3,24.1,2.2,0.005,1.1,0.3,0.2,0.005,-2.635370313,2.758257234,1.45897425,1.053509142,-2.635370313
98,2018,Nonresid_upland,NA,Eros,US,497297,6405615,116.9712,-32.4867,B2,B2,28-62,28,62,45,50,37.727,91.2,5.8,3,56.8,3.6,1.9,1.232201,1.641361307,-1.117241174,-1.756321133,1.6,0.15,0.015,10,6.8,5.6,18,1.6,0.005,1,0.2,0.2,0.005,-2.535215255,2.763102112,1.153664199,1.153664199,-2.535215255
98,2018,Nonresid_upland,NA,Eros,US,497297,6405615,116.9712,-32.4867,B3,B3,62-80,62,80,71,70,16.606,67.4,13.2,19.5,56.2,11,16.3,-0.197171227,1.021981454,-0.609040031,-0.215770196,NA,0.18,0.016,11.3,6.8,5.6,36.8,4.6,0.2,2.5,0.3,1.1,0.2,-0.927188369,1.598540275,-0.521723261,0.777559723,-0.927188369
99,2018,Residual,NA,Resid,RE,498621,6406819,116.9853,-32.47584,A,A,0-7,0,7,3.5,5,19.1,72.7,10.8,16.5,58.8,8.7,13.3,0.005959022,1.130412542,-0.780406287,-0.355965277,1.01,9.92,0.3,33.5,4.7,4.57,1888,10,0.1,1.4,0.3,7.6,15.9,-2.627461432,0.011595897,-1.528849143,1.703271908,2.44144277
99,2018,Residual,NA,Resid,RE,498621,6406819,116.9853,-32.47584,B2.1,NA,7-30,7,30,18.5,15,22.5,24.8,29.3,45.9,19.2,22.7,35.6,-0.077268728,-0.235873759,-0.068419113,0.3815616,1.43,0.87,0.04,23.5,4.05,3.77,1916,5.1,0.5,0.1,0.2,2.7,11.4,-0.457486169,-2.066924081,-1.373776901,1.228912785,2.669274367
99,2018,Residual,NA,Resid,RE,498621,6406819,116.9853,-32.47584,B2.2,NA,30-60,30,60,45,50,42.4,25.7,23.8,50.5,14.8,13.7,29.1,0.639670975,-0.412850207,-0.490081555,0.263260787,1.43,0.66,0.04,17.8,3.95,3.67,1515,5.1,0.6,0.005,0.2,2.8,10.1,0.304459589,-4.483032154,-0.7941527,1.84490463,3.127820636
99,2018,Residual,NA,Resid,RE,498621,6406819,116.9853,-32.47584,B2.3,NA,60-93,60,93,76.5,70,35.3,22.7,63.5,13.8,14.7,41.1,8.9,0.5254355,-0.35059997,0.677560658,-0.852396187,1.43,0.32,0.02,14.5,4.1,3.73,2473,4.8,0.3,0.005,0.2,2.7,12,-0.277258872,-4.371603434,-0.68272398,1.919965705,3.411620582
100,2018,Upper_slope,NA,Eros,US,498605,6406597,116.9852,-32.47784,A1,A,0-10,0,10,5,5,11.7,90.7,6,3.3,80.1,5.3,2.9,0.065768278,1.989455291,-0.726113743,-1.329109826,1.58,1.71,0.11,15,4.8,4.27,229.5,3.4,0.2,2.6,0.1,0.4,0.4,-0.651619308,1.91333005,-1.344766488,0.041527873,0.041527873
100,2018,Upper_slope,NA,Eros,US,498605,6406597,116.9852,-32.47784,A2,A2,10-20,10,20,15,15,15.5,86.7,7.8,5.5,73.3,6.6,4.6,0.128708378,1.682428963,-0.725061997,-1.086075343,1.48,0.44,0.04,11.6,5.55,4.26,30.3,2.4,0.1,1.5,0.1,0.4,0.1,-0.818868912,1.889181289,-0.818868912,0.567425449,-0.818868912
100,2018,Upper_slope,NA,Eros,US,498605,6406597,116.9852,-32.47784,B1.1,NA,22-35,22,35,28.5,25,16.2,89.2,5.8,5,74.7,4.9,4.2,0.254308476,1.782777326,-0.941467561,-1.095618241,1.45,0.26,0.03,8.1,6.3,4.82,24,2.3,0.005,1.5,0.005,0.4,0.1,-2.616308277,3.087474198,-2.616308277,1.765718358,0.379423997
100,2018,Upper_slope,NA,Eros,US,498605,6406597,116.9852,-32.47784,B1.2,NA,35-48,35,48,41.5,50,14.8,86.7,8.8,4.5,73.9,7.5,3.8,0.107816157,1.715901804,-0.571908003,-1.251809957,1.48,0.17,0.02,7.7,6.25,4.96,30.1,2.5,0.005,1,0.005,0.6,0.2,-2.754937713,2.543379654,-2.754937713,2.03255403,0.933941741
100,2018,Upper_slope,NA,Eros,US,498605,6406597,116.9852,-32.47784,B2,B2,48 +,48,100,74,70,16.6,35.7,9.3,55,29.8,7.8,45.9,-0.21172229,0.373383409,-0.967001251,0.805340132,NA,0.25,0.04,6.1,5.86,4.92,98.4,10.5,0.1,1.8,0.1,7.4,1,-1.899404389,0.990967369,-1.899404389,2.404660704,0.403180704
101,2018,Lower_slope,Sub_valley_floor,Depos,LS,497600,6406851,116.9745,-32.47555,A,A,0-21,0,21,10.5,15,6.7,84.4,6.3,9.3,78.7,5.9,8.7,-0.649398988,1.814136641,-0.776554164,-0.388183489,1.36,1.91,0.13,14.6,5.54,4.45,16.3,4,0.1,2.5,0.005,0.8,0.3,-0.680239476,2.538636349,-3.67597175,1.399202065,0.418372812
101,2018,Lower_slope,Sub_valley_floor,Depos,LS,497600,6406851,116.9745,-32.47555,B1,B,21-33,21,33,27,25,9.1,87,4.5,8.5,79.1,4.1,7.7,-0.299524234,1.862914227,-1.096811674,-0.466578319,1.6,0.55,0.04,12.5,6,4.52,7.1,2.4,0.1,1.3,0.005,0.6,0.1,-0.272195311,2.292754047,-3.267927584,1.519564159,-0.272195311
101,2018,Lower_slope,Sub_valley_floor,Depos,LS,497600,6406851,116.9745,-32.47555,B2.1,NA,33-46,33,46,39.5,35,18.8,86,5.8,8.3,69.8,4.7,6.7,0.276566641,1.588343781,-1.10972772,-0.755182702,1.66,0.15,0.02,10,6.33,4.82,6,1.3,0.005,0.6,0.005,0.5,0.3,-2.697401298,2.090090445,-2.697401298,1.907768888,1.396943264
101,2018,Lower_slope,Sub_valley_floor,Depos,LS,497600,6406851,116.9745,-32.47555,B2.2,NA,46 +,46,100,73,70,20.6,71.8,8.5,19.7,57,6.7,15.6,0.09586088,1.113621072,-1.02732267,-0.182159282,1.84,0.11,0.03,4.1,6.58,5.05,18.3,2.7,0.005,0.4,0.005,1.2,0.5,-2.893567149,1.488459486,-2.893567149,2.587071775,1.711603037
102,2018,Lower_slope,NA,Depos,LS,497935,6406296,116.978,-32.48056,Ap,A,0-7,0,7,3.5,5,13.6,83.3,7.8,8.8,72,6.7,7.6,-0.094178129,1.572418198,-0.802140395,-0.676099674,1.4,3.44,0.28,12.1,5.48,4.88,192,8.8,0.005,7,0.4,1.5,0.5,-4.387041362,2.857186153,-0.005014728,1.316741112,0.218128824
102,2018,Lower_slope,NA,Depos,LS,497935,6406296,116.978,-32.48056,A2,A2,7-30,7,30,18.5,15,11.9,80.8,9.3,9.8,71.2,8.2,8.6,-0.272943494,1.516010924,-0.64534774,-0.597719691,1.24,1.04,0.08,13.3,6.13,5.19,25.02,7.4,0.005,5.5,0.1,1.6,0.1,-3.7525702,3.250495258,-0.756837927,2.015750795,-0.756837927
102,2018,Lower_slope,NA,Depos,LS,497935,6406296,116.978,-32.48056,B1,B,30-65,30,60,45,50,23.2,91,7.3,1.8,69.9,5.6,1.4,0.781538088,1.884451459,-0.639847593,-2.026141954,1.84,0.12,0.02,7.1,6.43,5.6,13.51,1.5,0.005,0.9,0.005,0.5,0.1,-2.558771862,2.634184989,-2.558771862,2.046398324,0.436960411
102,2018,Lower_slope,NA,Depos,LS,497935,6406296,116.978,-32.48056,B2,B2,65-95,65,95,80,90,42,93.2,4.8,2,54.1,2.8,1.2,1.502558424,1.755722991,-1.205491777,-2.052789638,1.51,0.11,0.02,6.5,6.6,5.74,12.25,1.4,0.005,0.9,0.005,0.6,0.1,-2.595236173,2.597720677,-2.595236173,2.192255569,0.4004961
