OorE,Profile,Easting,Northing,Latitude,Longitude,Horizon,Horiz_simp,Depth.range,Depth.upper,Depth.lower,Depth.mean,Gravel.pct,Sand.pct,Silt.pct,Clay.pct,Bulk.density,C.pct,N.pct,C.N.ratio,pH.H2O,pH.CaCl2,EC.-S.cm,CEC,ex-Al,ex-Ca,ex-K,ex-Mg,ex-Na,munesll.wet,munsell.dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,96,498021.0,6406009.0,,,B2,NA,63-100,63.0,100.0,81.5,10.9,88.0,4.5,7.5,1.6,0.1,0.0,4.7,6.8,5.5,29.9,1.7,0.1,0.2,0.0,1.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,97,498570.0,6405704.0,,,Ap,A,0-11,0.0,11.0,5.5,6.2,89.4,5.4,5.2,1.4,3.0,0.2,19.0,5.1,4.4,94.7,2.5,0.8,1.9,0.1,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,97,495870.0,6405704.0,,,A2e,NA,11-35,11.0,35.0,23.0,6.8,85.7,7.0,7.3,1.6,0.4,0.0,12.0,5.4,4.4,38.1,0.7,0.2,0.6,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,97,498570.0,6405704.0,,,B1,NA,35-50,35.0,50.0,42.5,3.1,59.1,8.3,32.6,1.3,1.1,0.1,20.0,4.7,4.0,44.1,2.1,0.6,0.8,0.0,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,97,498570.0,6405704.0,,,B2,NA,50-80,50.0,80.0,65.0,8.5,44.3,8.6,47.0,1.2,0.3,0.0,8.0,4.9,4.3,43.2,3.1,0.9,0.4,0.1,1.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,98,497297.0,6405615.0,,,Ap,A,0-13,0.0,13.0,6.5,11.0,92.0,4.3,3.8,1.5,1.4,0.1,12.6,5.6,5.0,255.5,3.9,0.0,3.0,0.7,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,98,497297.0,6405615.0,,,B1,NA,13-28,13.0,28.0,20.5,21.5,90.2,8.0,1.8,1.7,0.3,0.0,12.3,6.6,5.3,24.1,2.2,0.0,1.1,0.3,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,98,497297.0,6405615.0,,,B2,NA,28-62,28.0,62.0,45.0,37.7,91.2,5.8,3.0,1.6,0.2,0.0,10.0,6.8,5.6,18.0,1.6,0.0,1.0,0.2,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,98,497297.0,6405615.0,,,B3,NA,62-80,62.0,80.0,71.0,16.6,67.4,13.2,19.5,NA,0.2,0.0,11.3,6.8,5.6,36.8,4.6,0.2,2.5,0.3,1.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,99,498621.0,6406819.0,,,A,A,0-7,0.0,7.0,3.5,19.1,72.7,10.8,16.5,1.0,9.9,0.3,33.5,4.7,4.6,1888.0,10.0,0.1,1.4,0.3,7.6,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,99,498621.0,6406819.0,,,B2.1,NA,7-30,7.0,30.0,18.5,22.5,24.8,29.3,45.9,1.4,0.9,0.0,23.5,4.1,3.8,1916.0,5.1,0.5,0.1,0.2,2.7,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,99,498621.0,6406819.0,,,B2.2,NA,30-60,30.0,60.0,45.0,42.4,25.7,23.8,50.5,1.4,0.7,0.0,17.8,4.0,3.7,1515.0,5.1,0.6,0.0,0.2,2.8,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,99,498621.0,6406819.0,,,B2.3,NA,60-93,60.0,93.0,76.5,35.3,22.7,63.5,13.8,1.4,0.3,0.0,14.5,4.1,3.7,2473.0,4.8,0.3,0.0,0.2,2.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,100,498605.0,6406597.0,,,A1,A,0-10,0.0,10.0,5.0,11.7,90.7,6.0,3.3,1.6,1.7,0.1,15.0,4.8,4.3,229.5,3.4,0.2,2.6,0.1,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,100,498605.0,6406597.0,,,A2,NA,10-20,10.0,20.0,15.0,15.5,86.7,7.8,5.5,1.5,0.4,0.0,11.6,5.6,4.3,30.3,2.4,0.1,1.5,0.1,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,100,498605.0,6406597.0,,,B1.1,NA,22-35,22.0,35.0,28.5,16.2,89.2,5.8,5.0,1.5,0.3,0.0,8.1,6.3,4.8,24.0,2.3,0.0,1.5,0.0,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,100,498605.0,6406597.0,,,B1.2,NA,35-48,35.0,48.0,41.5,14.8,86.7,8.8,4.5,1.5,0.2,0.0,7.7,6.3,5.0,30.1,2.5,0.0,1.0,0.0,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,100,498605.0,6406597.0,,,B2,NA,48 +,48.0,100.0,74.0,16.6,35.7,9.3,55.0,NA,0.3,0.0,6.1,5.9,4.9,98.4,10.5,0.1,1.8,0.1,7.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,101,497600.0,6406851.0,,,A,A,0-21,0.0,21.0,10.5,6.7,84.4,6.3,9.3,1.4,1.9,0.1,14.6,5.5,4.5,16.3,4.0,0.1,2.5,0.0,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,101,497600.0,6406851.0,,,B1,NA,21-33,21.0,33.0,27.0,9.1,87.0,4.5,8.5,1.6,0.6,0.0,12.5,6.0,4.5,7.1,2.4,0.1,1.3,0.0,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,101,497600.0,6406851.0,,,B2.1,NA,33-46,33.0,46.0,39.5,18.8,86.0,5.8,8.3,1.7,0.2,0.0,10.0,6.3,4.8,6.0,1.3,0.0,0.6,0.0,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,101,497600.0,6406851.0,,,B2.2,NA,46 +,46.0,100.0,73.0,20.6,71.8,8.5,19.7,1.8,0.1,0.0,4.1,6.6,5.1,18.3,2.7,0.0,0.4,0.0,1.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,102,497935.0,6406296.0,,,Ap,A,0-7,0.0,7.0,3.5,13.6,83.3,7.8,8.8,1.4,3.4,0.3,12.1,5.5,4.9,192.0,8.8,0.0,7.0,0.4,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,102,497935.0,6406296.0,,,A2,NA,7-30,7.0,30.0,18.5,11.9,80.8,9.3,9.8,1.2,1.0,0.1,13.3,6.1,5.2,25.0,7.4,0.0,5.5,0.1,1.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,102,497935.0,6406296.0,,,B1,NA,30-65,30.0,60.0,45.0,23.2,91.0,7.3,1.8,1.8,0.1,0.0,7.1,6.4,5.6,13.5,1.5,0.0,0.9,0.0,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,102,497935.0,6406296.0,,,B2,NA,65-95,65.0,95.0,80.0,42.0,93.2,4.8,2.0,1.5,0.1,0.0,6.5,6.6,5.7,12.3,1.4,0.0,0.9,0.0,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,103,497589.0,6406632.0,,,AP,A,0-10,0.0,10.0,5.0,14.6,92.2,7.8,0.3,1.4,0.7,0.0,15.4,5.7,4.4,25.2,2.5,0.1,2.1,0.1,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,103,497589.0,6406632.0,,,A2,NA,10-17,10.0,17.0,13.5,16.2,88.4,7.8,3.8,1.5,2.1,0.2,13.1,5.6,4.8,51.0,3.7,0.1,3.2,0.2,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,103,497589.0,6406632.0,,,B1 ,NA,17-29,17.0,29.0,23.0,35.8,87.0,9.3,3.8,1.6,0.5,0.0,10.7,6.0,4.9,18.5,3.0,0.0,2.6,0.1,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,103,497589.0,6406632.0,,,B2,NA,29-38,29.0,38.0,33.5,37.2,86.7,13.3,0.0,1.6,0.2,0.0,7.9,5.5,5.2,15.4,2.1,0.0,1.7,0.0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,103,497589.0,6406632.0,,,B3,NA,38-65,38.0,65.0,51.5,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,103,497589.0,6406632.0,,,C,NA,65+,65.0,99.0,82.0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,104,498319.0,6406858.0,,,Ap,A,0-12,0.0,12.0,6.0,2.4,90.9,0.0,9.1,1.4,3.2,0.2,17.8,5.9,5.4,324.0,4.9,0.0,4.6,0.1,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,104,498319.0,6406858.0,,,A1,NA,12-27,43.0,27.0,35.0,8.5,89.7,1.0,9.3,1.5,0.8,0.0,19.7,6.6,5.3,255.0,1.9,0.0,1.6,0.1,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,104,498319.0,6406858.0,,,B2(1),NA,27-55,27.0,55.0,41.0,3.8,87.3,10.2,2.5,1.7,0.2,0.0,9.6,6.3,5.7,197.0,0.9,0.1,0.7,0.0,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,104,498319.0,6406858.0,,,B2(2),NA,55 - -75,55.0,75.0,65.0,N/A,60.3,11.8,27.9,N/A,0.1,0.0,7.3,6.6,6.3,512.0,2.7,0.2,0.4,0.1,1.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,105,498281.0,6405988.0,,,AP,A,0-15,0.0,15.0,7.5,7.6,82.7,4.4,12.9,1.6,1.6,0.1,13.1,5.4,4.4,144.0,5.5,0.0,4.4,0.2,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,105,498281.0,6405988.0,,,A2,NA,15-27,15.0,27.0,21.0,7.5,83.2,3.4,13.4,1.3,0.3,0.0,10.3,5.3,4.1,31.0,1.0,0.0,0.4,0.0,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,105,498281.0,6405988.0,,,B1,NA,27-50,27.0,50.0,38.5,7.8,81.6,1.8,16.6,1.6,0.1,0.0,4.3,6.1,4.5,8.8,0.7,0.0,0.2,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,105,498281.0,6405988.0,,,B2,NA,50-77,50.0,77.0,63.5,15.6,84.0,2.9,13.2,1.7,0.1,0.0,4.4,6.1,4.6,8.5,1.0,0.0,0.2,0.0,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,106,497871.0,6405870.0,,,Ap,A,0-12,0.0,12.0,6.0,11.0,88.2,6.5,5.3,1.4,2.1,0.1,14.4,5.8,4.7,93.5,3.7,0.1,3.0,0.2,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,106,497871.0,6405870.0,,,A2,NA,12-29,12.0,29.0,20.5,25.0,88.5,5.5,6.0,1.5,0.7,0.0,14.4,5.8,4.5,26.7,1.6,0.1,1.3,0.1,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,106,497871.0,6405870.0,,,B1,NA,29-47,29.0,47.0,38.0,25.0,90.2,3.5,6.3,1.6,0.2,0.0,10.0,6.0,4.5,15.2,0.9,0.1,0.6,0.1,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,106,497871.0,6405870.0,,,B2,NA,46-70,46.0,70.0,58.0,21.0,73.3,8.9,17.8,1.6,0.1,0.0,6.5,6.1,4.5,20.4,1.5,0.1,0.5,0.0,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,107,497717.0,6406879.0,,,A1,A,0-20,0.0,20.0,10.0,5.7,92.8,5.3,2.0,1.6,1.1,0.1,18.2,5.2,4.1,113.9,1.7,0.1,0.5,0.0,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,107,497717.0,6406879.0,,,A2,NA,20-54,20.0,54.0,37.0,16.4,92.0,2.2,5.7,1.4,0.3,0.0,10.4,5.8,5.1,98.3,0.8,0.0,0.2,0.0,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,107,497717.0,6406879.0,,,B2.1,NA,54-60,54.0,60.0,57.0,15.8,91.8,3.3,5.0,1.7,0.1,0.0,6.7,8.0,6.1,115.3,1.0,0.0,0.2,0.0,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,107,497717.0,6406879.0,,,B2.2,NA,60-66,60.0,66.0,63.0,18.9,91.0,2.8,6.3,NA,NA,NA,,8.5,6.1,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,107,497717.0,6406879.0,,,B2.3,NA,66-72,66.0,72.0,69.0,30.1,87.6,7.6,4.8,NA,NA,NA,,9.0,6.2,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,108,498686.0,6406827.0,,,A1,A,0-19,0.0,19.0,9.5,35.2,70.2,10.4,19.4,1.0,7.7,0.2,31.1,4.8,4.5,224.4,3.9,0.4,1.1,0.4,1.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,108,498686.0,6406827.0,,,B1,NA,19-30,19.0,30.0,24.5,68.7,67.2,11.0,21.8,1.3,3.5,0.1,25.7,5.0,4.4,310.0,2.5,0.5,0.2,0.2,1.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,108,498686.0,6406827.0,,,B2(1),NA,30-41,30.0,41.0,35.5,65.0,63.2,15.0,21.8,1.4,2.0,0.1,21.2,4.6,4.3,799.0,1.8,0.7,0.1,0.2,1.9,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,108,498686.0,6406827.0,,,B2(2),NA,41-69,41.0,69.0,55.0,2.6,60.7,16.5,22.9,1.6,0.5,0.0,21.3,4.3,4.1,822.0,2.0,0.9,0.0,0.2,1.9,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,109,497585.0,6405949.0,,,A1,A,0 - 8,0.0,8.0,4.0,11.7,81.5,7.8,10.6,1.3,2.2,0.2,11.7,5.7,5.1,421.0,6.5,0.0,3.8,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,109,497585.0,6405949.0,,,A2,NA,8 - 20,8.0,20.0,14.0,71.3,79.4,10.1,10.6,-,0.6,0.0,12.3,6.0,5.3,102.2,4.4,0.0,3.0,0.9,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,109,497585.0,6405949.0,,,B1,NA,20 - 43,20.0,43.0,31.5,19.5,77.8,8.6,13.7,1.5,0.4,0.0,9.6,6.1,5.3,91.1,3.5,0.0,2.8,0.3,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,109,497585.0,6405949.0,,,B2,NA,43 - 64,43.0,64.0,53.5,1.4,38.8,6.5,54.8,1.6,0.4,0.1,8.3,5.5,5.6,77.2,9.8,0.0,6.4,0.1,2.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,109,497585.0,6405949.0,,,B3,NA,64 - 81,64.0,81.0,72.5,20.5,51.5,14.3,34.2,-,0.2,0.0,8.1,6.0,5.6,49.7,8.2,0.0,4.4,0.1,3.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,110,498413.0,6406916.0,,,A1,A,0-7,0.0,7.0,3.5,48.9,71.5,13.6,14.9,1.2,4.5,0.2,26.5,4.7,4.8,547.0,1.1,0.4,0.1,0.1,0.8,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,110,498413.0,6406916.0,,,A2,NA,7-27,7.0,27.0,17.0,37.8,70.2,19.7,10.1,1.1,3.0,0.1,23.5,4.8,4.6,301.0,1.2,0.5,0.0,0.1,0.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,110,498413.0,6406916.0,,,B1,NA,27-42,27.0,42.0,34.5,46.3,67.4,22.5,10.0,1.2,2.7,0.1,20.1,4.6,4.5,641.0,1.4,0.5,0.0,0.1,1.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,110,498413.0,6406916.0,,,B2,NA,42-61,42.0,61.0,51.5,32.8,73.4,16.9,9.7,1.2,1.3,0.1,17.0,3.9,4.0,853.0,1.4,2.3,0.0,0.0,1.6,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,111,500191.0,6405914.0,,,A1 (1),A,0 - 8,0.0,8.0,4.0,20.6,90.3,8.8,0.9,1.4,2.1,0.2,0.1,5.8,5.0,73.2,3.8,0.0,3.1,0.1,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,111,500191.0,6405914.0,,,A1 (2),NA,0 - 8,0.0,8.0,4.0,24.5,93.4,5.8,0.8,NA,NA,NA,NA,6.1,5.3,98.5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,111,500191.0,6405914.0,,,A2 (1),NA,8 - 15,8.0,15.0,11.5,33.6,NA,NA,NA,1.4,1.4,0.1,0.1,5.7,4.5,53.7,2.5,0.2,1.8,0.1,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,111,500191.0,6405914.0,,,A2 (2),NA,8 - 15,8.0,15.0,11.5,28.0,90.0,8.9,1.1,NA,NA,NA,NA,5.2,4.3,32.2,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,111,500191.0,6405914.0,,,B1,NA,15- 30,15.0,30.0,22.5,37.8,92.1,6.4,1.5,1.4,NA,NA,NA,5.4,4.5,32.4,4.0,0.0,3.0,0.1,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,112,499889.0,6405789.0,,,A1,A,0-19,0.0,19.0,9.5,7.8,89.2,5.3,5.5,1.4,2.7,0.2,13.0,6.0,5.1,33.7,5.5,0.0,4.4,0.2,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,112,499889.0,6405789.0,,,A2,NA,19-33,19.0,33.0,26.0,8.4,91.0,5.3,3.8,1.7,0.2,0.0,10.0,5.7,4.7,31.1,1.0,0.0,0.4,0.0,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,112,499889.0,6405789.0,,,B1,NA,33-46,33.0,46.0,39.5,10.4,93.2,4.3,2.5,1.6,0.1,0.0,4.2,6.2,5.1,7.2,0.7,0.0,0.2,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,112,499889.0,6405789.0,,,B2-1,NA,46-69,46.0,69.0,57.5,10.7,88.7,6.0,5.3,1.8,0.1,0.0,2.8,6.4,5.3,13.2,1.0,0.0,0.2,0.0,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,112,499889.0,6405789.0,,,B2-2,NA,69-84,69.0,84.0,76.5,10.0,73.6,8.0,18.4,1.7,0.1,0.0,2.6,6.0,5.2,26.8,2.0,0.1,0.4,0.0,1.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,113,499744.0,6406666.0,,,A1,A,0-10 ,0.0,0.0,0.0,14.1,68.0,6.1,25.9,1.2,6.6,0.2,34.2,4.3,4.0,1186.0,4.6,0.8,0.8,0.1,5.4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,113,499744.0,6406666.0,,,A2,NA,44470.0,10.0,70.0,40.0,9.2,53.1,21.3,25.6,1.4,1.9,0.1,32.4,4.2,4.0,970.0,3.6,1.5,0.1,0.1,2.9,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,113,499744.0,6406666.0,,,BA1,NA,21-27 ,21.0,7.0,14.0,5.9,44.5,19.2,36.3,N/A,2.5,0.1,32.2,4.5,4.0,530.0,3.5,1.6,0.0,0.1,1.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,113,499744.0,6406666.0,,,B1,NA,27-56 ,27.0,6.0,16.5,3.7,46.2,23.3,30.5,1.3,0.8,0.0,33.6,4.4,3.9,705.0,3.9,1.7,0.0,0.0,1.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,113,499744.0,6406666.0,,,B2,NA,56+ ,56.0,99.0,77.5,9.0,38.3,20.5,41.2,1.6,0.4,0.0,15.5,4.3,3.9,904.0,3.5,1.1,0.0,0.0,1.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,114,499501.0,6407034.0,,,AP,A,0-12,0.0,12.0,6.0,18.3,88.3,2.5,9.2,1.4,1.8,0.1,15.7,5.8,5.2,96.6,4.1,0.0,3.4,0.1,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,114,499501.0,6407034.0,,,A2,NA,11293.0,12.0,93.0,52.5,39.7,85.4,7.8,6.8,1.6,0.3,0.0,6.7,5.4,5.0,26.7,1.8,0.0,1.1,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,114,499501.0,6407034.0,,,B11,NA,30-43,30.0,43.0,36.5,34.0,82.2,10.0,7.9,1.6,0.3,0.0,9.6,5.8,5.0,2.0,2.5,0.0,1.5,0.0,0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,114,499501.0,6407034.0,,,B12,NA,43-53,43.0,53.0,48.0,31.4,71.9,13.8,14.3,1.4,0.2,0.0,8.1,5.8,5.0,8.1,3.5,0.0,1.4,0.0,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,114,499501.0,6407034.0,,,B2,NA,53-80+,53.0,80.0,66.5,28.3,55.5,14.8,29.8,1.6,0.2,0.0,6.7,5.9,5.2,21.5,6.2,0.1,1.6,0.1,3.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,115,500178.0,6406526.0,,,AP,A,0-14,0.0,14.0,7.0,7.8,92.2,3.8,4.0,1.4,3.0,0.2,15.0,6.4,5.8,81.3,7.5,0.0,7.2,0.1,0.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,115,500178.0,6406526.0,,,A2,NA,14-25,14.0,25.0,19.5,8.4,87.7,9.5,2.8,1.7,2.2,0.1,16.0,5.9,5.0,38.5,3.6,0.0,3.4,0.1,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,115,500178.0,6406526.0,,,B1,NA,25-43,25.0,43.0,34.0,10.4,88.9,7.8,3.3,1.7,0.4,0.0,15.4,5.3,4.5,19.9,1.3,0.1,0.9,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,115,500178.0,6406526.0,,,B21,NA,43-55,43.0,55.0,49.0,10.7,82.5,4.4,13.1,1.8,0.2,0.0,11.3,5.9,5.3,39.8,2.9,0.1,1.5,0.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,115,500178.0,6406526.0,,,B22,NA,55-80,55.0,80.0,67.5,16.7,63.8,9.5,26.5,1.8,0.1,0.0,8.1,5.7,5.6,49.9,3.4,0.1,1.4,0.0,1.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,116,5000268.0,6406278.0,,,A1,A,0-9,0.0,9.0,4.5,12.0,95.2,4.5,0.3,1.5,1.6,0.1,25.3,4.9,4.7,536.0,1.4,0.1,1.2,0.0,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,116,5000268.0,6406278.0,,,A2,NA,9-17,9.0,17.0,13.0,13.8,92.7,6.5,0.8,1.6,0.3,0.0,16.3,5.1,4.5,91.1,0.9,0.1,0.3,0.0,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,116,5000268.0,6406278.0,,,B1,NA,17-34.5,17.0,0.5,8.8,12.9,94.0,5.0,1.0,1.6,0.1,0.0,4.8,4.8,4.5,124.7,0.5,0.1,0.2,0.0,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,116,5000268.0,6406278.0,,,B2,NA,34.5-54.5,34.0,0.5,17.3,12.8,92.9,5.0,2.0,1.7,0.1,0.0,3.8,5.1,5.0,320.0,0.6,0.0,0.2,0.0,0.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,116,5000268.0,6406278.0,,,C,NA,54.5-74,54.0,74.0,64.0,16.1,93.9,4.6,1.5,1.7,0.1,0.0,6.3,5.6,4.5,223.0,1.3,0.0,0.1,0.0,2.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,116,5000268.0,6406278.0,,,C2,NA,>74,74.0,99.0,86.5,26.1,NA,NA,NA,NA,NA,NA,NA,6.2,5.3,1106.0,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,117,499300.0,6406201.0,,,AP,A,0-10,0.0,10.0,5.0,13.2,83.5,8.3,8.3,1.5,1.2,0.3,4.5,5.6,4.9,122.0,5.4,0.0,4.2,0.2,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,117,499300.0,6406201.0,,,A1,NA,10-22,10.0,22.0,16.0,17.2,81.0,10.0,9.0,1.5,0.3,0.1,4.2,5.8,4.6,33.6,4.2,0.1,3.0,0.1,0.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
